,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,94,28,0.5409836021230853,0.058317399589714436,24.904761904761905,0.19789674952198852,10.041063461713557,24.904761904761905,414,2092,3334,4,5.081261950286807
1,321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,47,17,0.4687499926757814,0.0707182319660572,31.20689655172414,0.19668508287292819,12.561432653838828,31.20689655172414,178,905,1304,5,4.984530386740332
2,2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,31,31,0.0,0.04264099034206259,19.91780821917808,0.14924346629986246,8.026820674191177,19.91780821917808,217,1454,1985,5,4.799862448418157
3,4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,49,31,0.22499999718750005,0.0497203231511993,25.140625,0.17153511497824736,10.1248640459913,25.140625,276,1609,2342,9,4.997513983840895
4,432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,49,31,0.22499999718750005,0.0497203231511993,25.140625,0.17153511497824736,10.1248640459913,25.140625,276,1609,2342,9,4.997513983840895
5,2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,55,16,0.5492957669113272,0.0479729729405588,22.08955223880597,0.17432432432432432,8.905550625252118,22.08955223880597,258,1480,2145,5,4.937162162162162
6,3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,49,14,0.5555555467372135,0.0432989690424062,29.693877551020407,0.18281786941580755,11.950678168174486,29.693877551020407,266,1455,2088,3,4.939518900343643
7,3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,76,10,0.7674418515413738,0.039777983330352464,21.62,0.1692876965772433,8.715715078630899,21.62,366,2162,2992,7,4.780758556891767
8,4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,15,4,0.5789473379501401,0.022754490990713184,27.833333333333332,0.10538922155688622,11.17548902195609,27.833333333333332,88,835,1108,3,4.549700598802395
9,4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,34,51,-0.19999999764705886,0.06049822059751016,26.01851851851852,0.19288256227758008,10.48456043231844,26.01851851851852,271,1405,2056,8,4.95729537366548
10,5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,21,14,0.19999999428571447,0.049715909020289904,22.0,0.1534090909090909,8.861363636363636,22.0,108,704,960,7,4.623579545454546
11,5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,50,19,0.4492753558076036,0.03889515217649653,26.08823529411765,0.12570462232243518,10.485575966576034,26.08823529411765,223,1774,2339,8,4.617812852311161
12,6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,31,7,0.6315789307479229,0.043378995384270556,35.04,0.1461187214611872,14.074447488584475,35.04,128,876,1187,3,4.761415525114155
13,6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,29,15,0.3181818109504134,0.031361368473726746,46.766666666666666,0.10548823948681398,18.748861962461394,46.766666666666666,148,1403,1731,6,4.418389166072702
14,7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,35,18,0.3207547109291564,0.04216388222580439,27.32608695652174,0.1368337311058075,10.985168275051018,27.32608695652174,172,1257,1715,3,4.699284009546539
15,7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,49,30,0.24050632606954017,0.04603729601046777,29.586206896551722,0.10314685314685315,11.875741499879432,29.586206896551722,177,1716,2091,28,4.344405594405594
16,7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,47,30,0.2207792179119582,0.051401869124564833,34.04545454545455,0.1595460614152203,13.682000242747907,34.04545454545455,239,1498,2078,11,4.809078771695594
17,8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,87,38,0.39199999686400006,0.05572893443792736,28.0375,0.1765492643780651,11.285619705751227,28.0375,396,2243,3331,3,5.109228711547035
